C:\Users\longl\AppData\Local\Programs\Python\Python39\python.exe D:\pycharm_projecs\COG403-FlappyBird-AI\dsn_tryout.py
pygame 2.0.3 (SDL 2.0.16, Python 3.9.13)
Hello from the pygame community. https://www.pygame.org/contribute.html
D:\pycharm_projecs\COG403-FlappyBird-AI\dsn_tryout.py:59: UserWarning: nn.init.uniform is now deprecated in favor of nn.init.uniform_.
  torch.nn.init.uniform(net.weight, -0.01, 0.01)
iteration: 30 elapsed time: 2.405888557434082 epsilon: 0.1 action: 1 reward: 0.1 Q max: 285.1696 score: [0, 30] location: pm7
iteration: 300 elapsed time: 11.47152829170227 epsilon: 0.1 action: 1 reward: 0.1 Q max: 535.57263 score: [0, 300] location: pm7
iteration: 3000 elapsed time: 102.14041662216187 epsilon: 0.09985019987509994 action: 0 reward: 0.1 Q max: 528.99664 score: [0, 3000] location: pm7 mem_q_val: 5871.145324468613 y_batch: 2243.2519448399544
iteration: 3000 elapsed time: 102.15450882911682 epsilon: 0.09985019987509994 action: 0 reward: 0.1 Q max: 528.99664 score: [0, 3000] location: pm7 mem_q_val: 5871.145324468613 y_batch: 2243.2519448399544
iteration: 6000 elapsed time: 202.82912945747375 epsilon: 0.0997003498001749 action: 0 reward: 0.1 Q max: 484.33063 score: [1, 5563] location: pm7 mem_q_val: -105.92545425891876 y_batch: -765.3831241130829
iteration: 9000 elapsed time: 303.9687168598175 epsilon: 0.09955049972524987 action: 1 reward: 0.1 Q max: 24.644426 score: [1, 5563] location: pm7 mem_q_val: 1712.8474688529968 y_batch: 1440.6290123462677
iteration: 10000 elapsed time: 337.5484755039215 epsilon: 0.09950054970027486 action: 0 reward: 0.1 Q max: -11.754675 score: [1, 5563] location: pm7
iteration: 12000 elapsed time: 404.74562406539917 epsilon: 0.09940064965032483 action: 0 reward: 0.1 Q max: 6.5172257 score: [1, 5563] location: pm7 mem_q_val: 218.5581967830658 y_batch: 230.2807573378086
iteration: 15000 elapsed time: 505.3842899799347 epsilon: 0.0992507995753998 action: 1 reward: 0.1 Q max: 8.61476 score: [1, 5563] location: pm7 mem_q_val: 307.8305068016052 y_batch: 278.0583436489105
iteration: 18000 elapsed time: 606.7319009304047 epsilon: 0.09910094950047475 action: 1 reward: 0.1 Q max: 3.7237067 score: [2, 17785] location: pm7 mem_q_val: 6.558843992650509 y_batch: 9.801559090614319
iteration: 21000 elapsed time: 708.5958306789398 epsilon: 0.09895109942554972 action: 0 reward: 0.1 Q max: 2.2895586 score: [2, 17785] location: pm7 mem_q_val: 42.21883325278759 y_batch: 44.94641110301018
iteration: 24000 elapsed time: 809.6364319324493 epsilon: 0.09880124935062468 action: 0 reward: 0.1 Q max: -1.964563 score: [2, 17785] location: pm7 mem_q_val: 47.3716637045145 y_batch: 51.52127990871668
iteration: 27000 elapsed time: 910.3796672821045 epsilon: 0.09865139927569964 action: 0 reward: 0.1 Q max: -0.32055995 score: [2, 17785] location: pm7 mem_q_val: 51.0765218436718 y_batch: 53.03351213783026
iteration: 30000 elapsed time: 1011.670827627182 epsilon: 0.09850154920077461 action: 0 reward: 0.1 Q max: 2.0757568 score: [2, 27487] location: pm7 mem_q_val: 76.19083485007286 y_batch: 75.02404417097569
iteration: 33000 elapsed time: 1114.3545787334442 epsilon: 0.09835169912584957 action: 0 reward: 0.1 Q max: 2.624538 score: [2, 32870] location: pm7 mem_q_val: 40.31876003742218 y_batch: 38.9570312872529
iteration: 36000 elapsed time: 1216.72389793396 epsilon: 0.09820184905092454 action: 0 reward: 0.1 Q max: 2.3231897 score: [4, 34960] location: pm7 mem_q_val: 37.668525002896786 y_batch: 37.06776900589466
iteration: 39000 elapsed time: 1317.1433944702148 epsilon: 0.09805199897599949 action: 0 reward: 0.1 Q max: 2.3966658 score: [4, 34960] location: pm7 mem_q_val: 94.81958717107773 y_batch: 92.81821298599243
iteration: 42000 elapsed time: 1417.5286977291107 epsilon: 0.09790214890107446 action: 1 reward: 0.1 Q max: 3.3437982 score: [4, 41658] location: pm7 mem_q_val: 68.37558905035257 y_batch: 72.21042560040951
iteration: 45000 elapsed time: 1518.045172214508 epsilon: 0.09775229882614941 action: 0 reward: 0.1 Q max: 2.9502587 score: [4, 44685] location: pm7 mem_q_val: 84.33741971850395 y_batch: 83.06201338768005
iteration: 48000 elapsed time: 1618.3445024490356 epsilon: 0.09760244875122438 action: 0 reward: 0.1 Q max: 4.9963655 score: [4, 44685] location: pm7 mem_q_val: 104.7951350659132 y_batch: 107.23393554240465
iteration: 51000 elapsed time: 1719.1413197517395 epsilon: 0.09745259867629934 action: 0 reward: 0.1 Q max: 2.6553402 score: [4, 50023] location: pm7 mem_q_val: 75.58706440031528 y_batch: 78.24676060676575
