iteration,total_reward
48,3.8999999999999986
98,3.8999999999999986
148,3.8999999999999986
198,3.8999999999999986
248,3.8999999999999986
298,3.8999999999999986
348,3.8999999999999986
398,3.8999999999999986
448,3.8999999999999986
498,3.8999999999999986
548,3.8999999999999986
598,3.8999999999999986
648,3.8999999999999986
698,3.8999999999999986
748,3.8999999999999986
798,3.8999999999999986
848,3.8999999999999986
898,3.8999999999999986
948,3.8999999999999986
998,3.8999999999999986
1048,3.8999999999999986
1098,3.8999999999999986
1148,3.8999999999999986
1198,3.8999999999999986
1248,3.8999999999999986
1298,3.8999999999999986
1348,3.8999999999999986
1398,3.8999999999999986
1448,3.8999999999999986
1498,3.8999999999999986
1548,3.8999999999999986
1598,3.8999999999999986
1648,3.8999999999999986
1698,3.8999999999999986
1748,3.8999999999999986
1798,3.8999999999999986
1848,3.8999999999999986
1898,3.8999999999999986
1948,3.8999999999999986
1998,3.8999999999999986
2048,3.8999999999999986
2098,3.8999999999999986
2148,3.8999999999999986
2198,3.8999999999999986
2248,3.8999999999999986
2298,3.8999999999999986
2348,3.8999999999999986
2398,3.8999999999999986
2448,3.8999999999999986
2498,3.8999999999999986
2548,3.8999999999999986
2598,3.8999999999999986
2648,3.8999999999999986
2698,3.8999999999999986
2748,3.8999999999999986
2798,3.8999999999999986
2848,3.8999999999999986
2898,3.8999999999999986
2948,3.8999999999999986
2998,3.8999999999999986
3048,3.8999999999999986
3098,3.8999999999999986
3148,3.8999999999999986
3198,3.8999999999999986
3248,3.8999999999999986
3298,3.8999999999999986
3348,3.8999999999999986
3398,3.8999999999999986
3448,3.8999999999999986
3498,3.8999999999999986
3548,3.8999999999999986
3598,3.8999999999999986
3648,3.8999999999999986
3698,3.8999999999999986
3748,3.8999999999999986
3798,3.8999999999999986
3848,3.8999999999999986
3898,3.8999999999999986
3948,3.8999999999999986
3998,3.8999999999999986
4048,3.8999999999999986
4098,3.8999999999999986
4148,3.8999999999999986
4198,3.8999999999999986
4248,3.8999999999999986
4298,3.8999999999999986
4348,3.8999999999999986
4398,3.8999999999999986
4448,3.8999999999999986
4498,3.8999999999999986
4548,3.8999999999999986
4598,3.8999999999999986
4648,3.8999999999999986
4698,3.8999999999999986
4748,3.8999999999999986
4798,3.8999999999999986
4848,3.8999999999999986
4898,3.8999999999999986
4948,3.8999999999999986
4998,3.8999999999999986
5048,3.8999999999999986
5098,3.8999999999999986
5148,3.8999999999999986
5198,3.8999999999999986
5248,3.8999999999999986
5298,3.8999999999999986
5348,3.8999999999999986
5398,3.8999999999999986
5448,3.8999999999999986
5498,3.8999999999999986
5548,3.8999999999999986
5598,3.8999999999999986
5648,3.8999999999999986
5698,3.8999999999999986
5748,3.8999999999999986
5798,3.8999999999999986
5848,3.8999999999999986
5898,3.8999999999999986
5948,3.8999999999999986
5998,3.8999999999999986
6048,3.8999999999999986
6098,3.8999999999999986
6148,3.8999999999999986
6198,3.8999999999999986
6248,3.8999999999999986
6298,3.8999999999999986
6348,3.8999999999999986
6398,3.8999999999999986
6448,3.8999999999999986
6498,3.8999999999999986
6548,3.8999999999999986
6598,3.8999999999999986
6648,3.8999999999999986
6698,3.8999999999999986
6748,3.8999999999999986
6798,3.8999999999999986
6848,3.8999999999999986
6898,3.8999999999999986
6948,3.8999999999999986
6998,3.8999999999999986
7048,3.8999999999999986
7098,3.8999999999999986
7148,3.8999999999999986
7198,3.8999999999999986
7248,3.8999999999999986
7298,3.8999999999999986
7348,3.8999999999999986
7398,3.8999999999999986
7448,3.8999999999999986
7498,3.8999999999999986
7548,3.8999999999999986
7598,3.8999999999999986
7648,3.8999999999999986
7698,3.8999999999999986
7748,3.8999999999999986
7798,3.8999999999999986
7848,3.8999999999999986
7898,3.8999999999999986
7948,3.8999999999999986
7998,3.8999999999999986
8048,3.8999999999999986
8098,3.8999999999999986
8148,3.8999999999999986
8198,3.8999999999999986
8248,3.8999999999999986
8298,3.8999999999999986
8348,3.8999999999999986
8398,3.8999999999999986
8448,3.8999999999999986
8498,3.8999999999999986
8548,3.8999999999999986
8598,3.8999999999999986
8648,3.8999999999999986
8698,3.8999999999999986
8748,3.8999999999999986
8798,3.8999999999999986
8848,3.8999999999999986
8898,3.8999999999999986
8948,3.8999999999999986
8998,3.8999999999999986
9048,3.8999999999999986
9098,3.8999999999999986
9148,3.8999999999999986
9198,3.8999999999999986
9248,3.8999999999999986
9298,3.8999999999999986
9348,3.8999999999999986
9398,3.8999999999999986
9448,3.8999999999999986
9498,3.8999999999999986
9548,3.8999999999999986
9598,3.8999999999999986
9648,3.8999999999999986
9698,3.8999999999999986
9748,3.8999999999999986
9798,3.8999999999999986
9848,3.8999999999999986
9898,3.8999999999999986
9948,3.8999999999999986
9998,3.8999999999999986
10048,3.8999999999999986
10098,3.8999999999999986
10148,3.8999999999999986
